ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
ML.PA,Michelin,Industrie,34.46,-1.29,2496722,1529666.0,1.63,34.688,34.486,31.904,52.2,1.89,35.72,25.51,35.72,33.46,,,0,EMA9 > EMA20 > Prix > EMA200,2026-07-28
ORA.PA,Orange,Télécom,17.17,4.63,6887107,4450557.0,1.55,16.469,16.444,16.147,61.0,1.94,18.81,13.07,17.36,15.62,haussier,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
RI.PA,Pernod Ricard,Boissons,67.78,4.6,891201,640088.0,1.39,64.757,64.434,72.054,61.3,2.57,107.45,58.6,67.92,61.16,haussier,haussière,0,EMA200 > Prix > EMA9 > EMA20,2026-07-28
PUB.PA,Publicis,Communication,93.84,3.74,821243,590860.0,1.39,89.191,88.197,83.73,64.7,2.88,94.24,68.14,94.24,81.52,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
RNO.PA,Renault,Automobile,27.15,2.45,1232402,1323228.0,0.93,26.395,26.358,30.716,56.1,2.53,37.97,24.66,27.49,25.07,haussier,,0,EMA200 > Prix > EMA9 > EMA20,2026-07-28
SAF.PA,Safran,Aéronautique,343.0,2.94,741137,611176.0,1.21,331.963,331.388,304.19,59.8,2.57,360.8,262.6,360.8,316.9,haussier,,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
SGO.PA,Saint-Gobain,Matériaux,76.56,2.46,1087701,869249.0,1.25,75.098,75.77,80.551,51.6,2.34,100.75,65.88,81.04,72.22,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-07-28
SAN.PA,Sanofi,Santé,79.38,2.04,1943037,2056766.0,0.94,77.237,76.548,79.587,63.9,2.16,91.15,71.25,80.16,72.93,,haussière,0,EMA200 > Prix > EMA9 > EMA20,2026-07-28
SU.PA,Schneider Electric,Industrie,262.0,-1.36,1100642,763569.0,1.44,266.259,268.852,256.713,41.7,2.46,293.7,208.8,281.7,257.15,,,2,EMA20 > EMA9 > Prix > EMA200,2026-07-28
GLE.PA,Société Générale,Banque,76.98,-1.42,1212085,1364149.0,0.89,76.694,76.108,67.307,53.9,2.36,79.07,50.9,79.05,71.2,,,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
STLAP.PA,Stellantis,Automobile,5.07,2.2,5561523,5245970.0,1.06,5.037,5.102,6.94,45.3,3.47,10.49,4.59,5.27,4.59,,,0,EMA200 > EMA20 > Prix > EMA9,2026-07-28
STMPA.PA,STMicroelectronics,Technologie,44.47,-3.07,5310545,2966521.0,1.79,50.88,55.209,41.734,28.4,5.12,70.85,18.2,65.57,43.06,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-07-28
TEP.PA,Teleperformance,Services,60.0,4.75,344906,291839.0,1.18,55.954,54.815,59.94,63.7,4.7,78.14,43.65,60.0,46.34,,haussière,0,Prix > EMA200 > EMA9 > EMA20,2026-07-28
HO.PA,Thales,Défense,249.3,2.42,442999,237187.0,1.87,235.553,231.626,236.835,68.9,2.65,279.3,212.6,251.9,216.4,,haussière,0,Prix > EMA200 > EMA9 > EMA20,2026-07-28
TTE.PA,TotalEnergies,Énergie,73.78,-0.81,3856495,3679428.0,1.05,73.388,72.15,67.94,56.7,1.83,81.34,49.24,76.68,65.75,,,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
URW.PA,Unibail-Rodamco-Westfield,Immobilier,105.8,0.57,204367,199395.0,1.02,104.542,103.522,96.72,67.4,1.24,106.65,82.78,105.9,100.4,,,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
VIE.PA,Veolia,Environnement,35.68,-1.03,1809996,1661539.0,1.09,36.531,36.58,33.514,42.1,1.64,37.66,27.43,37.66,35.31,baissier,,2,EMA20 > EMA9 > Prix > EMA200,2026-07-28
DG.PA,Vinci,BTP,118.8,0.76,605176,790653.0,0.77,118.831,120.517,124.441,40.8,1.65,143.15,112.4,128.95,117.1,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-07-28
VIV.PA,Vivendi,Médias,1.99,2.48,1941890,2157802.0,0.9,1.931,1.98,2.388,47.0,2.37,3.32,1.65,2.33,1.77,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-07-28
ATO.PA,Atos,Technologie,31.92,3.77,133371,105092.0,1.27,30.675,31.663,49.576,47.9,3.78,63.24,26.88,35.0,27.68,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-07-28
SOI.PA,Soitec,Semi-conducteurs,99.38,-7.16,570974,384491.0,1.49,102.915,105.317,85.625,44.8,8.23,200.5,22.62,128.0,81.66,,,2,EMA20 > EMA9 > Prix > EMA200,2026-07-28
NANO.PA,Nanobiotix,Biotech,32.84,-6.81,132268,128114.0,1.03,34.053,33.724,25.764,47.5,6.97,47.66,5.66,37.46,30.5,,,0,EMA9 > EMA20 > Prix > EMA200,2026-07-28
ADOC.PA,Adocia,Biotech,3.96,1.54,49930,127212.0,0.39,3.869,3.928,5.338,48.8,4.03,12.4,3.61,4.53,3.61,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-07-28
BVI.PA,Bureau Veritas,Services,27.32,0.92,1504743,820218.0,1.83,27.167,27.028,27.007,58.0,1.63,29.6,24.58,27.75,26.34,,,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
CO.PA,Casino Guichard,Distribution,0.19,4.15,261351,442707.0,0.59,0.181,0.188,0.299,48.2,5.13,0.76,0.15,0.23,0.17,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-07-28
COFA.PA,Coface,Assurance,15.86,0.95,251184,186920.0,1.34,15.947,15.792,15.547,54.6,1.68,16.99,14.02,16.39,14.97,,,4,EMA9 > Prix > EMA20 > EMA200,2026-07-28
GET.PA,Getlink,Transport,18.63,0.49,648675,732348.0,0.89,18.673,18.644,17.749,50.0,1.59,19.85,15.02,18.99,18.15,,,0,EMA9 > EMA20 > Prix > EMA200,2026-07-28
ICAD.PA,Icade,Immobilier,19.52,0.88,129083,116243.0,1.11,19.196,19.196,20.398,54.8,2.01,23.06,18.09,19.6,18.09,haussier,haussière,0,EMA200 > Prix > EMA9 > EMA20,2026-07-28
IPN.PA,Ipsen,Santé,160.4,1.07,104720,104495.0,1.0,160.827,161.665,147.936,47.5,2.51,173.5,101.9,172.7,155.8,,,2,EMA20 > EMA9 > Prix > EMA200,2026-07-28
IPS.PA,Ipsos,Services,41.9,3.82,187668,82096.0,2.29,38.721,37.324,36.419,79.4,3.43,41.9,29.1,41.9,32.8,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
IPH.PA,InnatePharma,Biotech,1.6,-1.23,101368,124593.0,0.81,1.583,1.583,1.538,52.7,3.47,2.2,1.03,1.76,1.5,,,4,Prix > EMA20 > EMA9 > EMA200,2026-07-28
JCQ.PA,Jacquet Metal Service,Industrie,21.65,-1.59,1571,1912.0,0.82,21.769,21.704,21.301,49.0,1.27,25.4,17.06,22.1,20.4,,,0,EMA9 > EMA20 > Prix > EMA200,2026-07-28
MERY.PA,Mercialys,Immobilier,11.98,0.17,205278,122891.0,1.67,11.801,11.746,11.515,62.7,1.31,12.98,10.42,12.08,11.46,,,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
NEX.PA,Nexans,Industrie,124.1,-4.76,219376,158136.0,1.39,131.572,135.322,134.849,27.8,2.72,169.0,109.7,145.5,123.8,,baissière,0,EMA20 > EMA200 > EMA9 > Prix,2026-07-28
RUI.PA,Rubis,Énergie,32.62,-0.18,124890,109756.0,1.14,32.488,32.375,32.913,52.1,1.35,37.08,27.36,33.12,30.3,,,0,EMA200 > Prix > EMA9 > EMA20,2026-07-28
SW.PA,Sodexo,Services,58.1,2.74,221504,331787.0,0.67,55.268,53.85,49.23,71.7,2.29,58.1,35.5,58.1,49.2,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-07-28
SPIE.PA,Spie,Services,47.3,-2.67,307692,349675.0,0.88,48.262,48.72,47.637,40.2,2.34,54.55,41.44,53.45,46.6,,,0,EMA20 > EMA9 > EMA200 > Prix,2026-07-28
SK.PA,SEB,Biens de consommation,57.55,7.87,124672,58247.0,2.14,52.535,50.944,53.066,68.0,4.25,68.6,40.84,57.55,45.32,,haussière,0,Prix > EMA200 > EMA9 > EMA20,2026-07-28
TFI.PA,TF1,Médias,7.03,0.43,303102,232726.0,1.3,6.861,6.813,7.3,65.7,1.76,9.02,6.55,7.1,6.62,,,0,EMA200 > Prix > EMA9 > EMA20,2026-07-28
TKO.PA,Tikehau Capital,Finance,17.5,-1.35,35448,85136.0,0.42,17.544,17.489,17.464,50.6,2.38,20.5,14.58,18.4,16.5,,,4,EMA9 > Prix > EMA20 > EMA200,2026-07-28
VLA.PA,Valneva,Biotech,2.19,1.67,441741,407829.0,1.08,2.158,2.194,3.02,47.1,3.72,5.41,2.03,2.37,2.03,,,0,EMA200 > EMA20 > Prix > EMA9,2026-07-28
VK.PA,Vallourec,Industrie,21.01,-2.87,1046280,767398.0,1.36,21.34,21.323,20.407,45.0,2.34,27.67,14.76,22.31,19.8,,,0,EMA9 > EMA20 > Prix > EMA200,2026-07-28
VRLA.PA,Verallia,Industrie,19.48,1.14,20076,19367.0,1.04,19.366,19.516,20.964,49.2,2.54,29.0,15.5,20.56,18.41,,,0,EMA200 > EMA20 > Prix > EMA9,2026-07-28
WLN.PA,Worldline,Technologie,10.46,6.77,541284,404813.0,1.34,9.99,10.167,17.464,51.6,4.75,34.62,9.05,10.88,9.05,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-07-28
XFAB.PA,X-FAB,Semi-conducteurs,6.47,-4.01,541748,455468.0,1.19,7.098,7.549,6.769,36.4,5.45,15.88,4.09,9.0,6.28,,baissière,0,EMA20 > EMA9 > EMA200 > Prix,2026-07-28
