ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
AI.PA,Air Liquide,Industrie,165.22,1.26,495736,816556.0,0.61,166.238,167.749,164.598,41.0,1.45,182.26,140.78,176.64,162.46,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-21
AIR.PA,Airbus,Aéronautique,194.78,0.72,927996,937436.0,0.99,195.854,198.285,191.025,41.2,1.96,221.3,157.42,209.55,192.9,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-21
ALO.PA,Alstom,Industrie,14.95,-2.13,1903061,1259337.0,1.51,15.568,15.814,18.685,35.4,2.51,30.23,14.72,17.06,14.77,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-21
MT.AS,ArcelorMittal,Matériaux,62.86,-0.41,1081859,1503497.0,0.72,64.093,64.123,53.149,46.2,3.1,68.56,30.18,68.56,61.92,baissier,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-21
CS.PA,AXA,Assurance,44.84,0.25,1957271,3306275.0,0.59,44.253,44.056,41.927,57.9,1.48,45.66,36.55,45.2,42.43,,,7,Prix > EMA9 > EMA20 > EMA200,2026-09-21
BNP.PA,BNP Paribas,Banque,101.1,0.36,1818247,2043012.0,0.89,102.313,103.469,94.949,40.5,1.77,113.82,65.12,107.62,99.8,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-21
EN.PA,Bouygues,BTP/Télécom,43.49,0.25,552504,763383.0,0.72,44.035,44.589,46.462,37.4,1.69,53.48,36.72,46.42,43.22,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-21
CAP.PA,Capgemini,Technologie,105.5,1.1,546834,530090.0,1.03,105.808,105.967,109.279,49.7,3.18,153.05,85.62,111.45,100.35,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-21
CA.PA,Carrefour,Distribution,16.43,0.0,1872942,1878758.0,1.0,16.525,16.365,15.631,53.2,1.68,17.53,12.47,16.96,15.52,,,4,EMA9 > Prix > EMA20 > EMA200,2026-09-21
ACA.PA,Crédit Agricole,Banque,18.21,0.11,3135746,4125735.0,0.76,18.422,18.598,17.684,39.0,1.54,20.4,15.37,19.22,18.11,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-21
BN.PA,Danone,Agroalimentaire,60.26,-0.46,857766,1217224.0,0.7,61.53,62.942,68.202,29.9,1.47,80.14,60.02,66.28,60.02,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-21
DSY.PA,Dassault Systèmes,Technologie,20.9,1.65,1047476,1831087.0,0.57,20.846,21.103,21.303,47.5,3.0,30.36,15.82,23.18,19.9,,,0,EMA200 > EMA20 > Prix > EMA9,2026-09-21
EDEN.PA,Edenred,Services,27.8,-2.04,446144,552166.0,0.81,28.635,28.847,24.251,41.3,2.42,30.85,15.23,30.85,27.89,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-09-21
ENGI.PA,Engie,Énergie,23.69,-1.41,4893843,6392783.0,0.77,23.974,24.305,25.153,37.5,2.04,29.89,17.78,25.43,23.37,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-21
EL.PA,EssilorLuxottica,Santé/Optique,141.25,1.62,661008,821121.0,0.81,144.448,149.651,193.285,29.8,2.55,323.8,138.3,163.55,138.3,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-21
