ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
AI.PA,Air Liquide,Industrie,173.18,2.15,1194002,629686.0,1.9,169.477,169.746,164.067,59.4,1.27,182.26,140.78,176.64,165.36,,,4,Prix > EMA20 > EMA9 > EMA200,2026-09-01
AIR.PA,Airbus,Aéronautique,196.18,-0.54,812660,753664.0,1.08,202.313,204.842,190.206,35.9,1.75,221.3,157.42,217.05,194.22,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-09-01
ALO.PA,Alstom,Industrie,15.83,-3.24,1688896,971562.0,1.74,16.238,16.219,19.125,43.8,2.29,30.23,14.72,17.06,15.54,,,0,EMA200 > EMA9 > EMA20 > Prix,2026-09-01
MT.AS,ArcelorMittal,Matériaux,63.74,-0.56,1243867,1415702.0,0.88,63.61,62.861,51.382,56.9,3.18,65.4,28.54,65.4,59.34,,,7,Prix > EMA9 > EMA20 > EMA200,2026-09-01
CS.PA,AXA,Assurance,43.71,1.42,2745703,2283390.0,1.2,43.652,43.979,41.612,46.5,1.46,45.66,36.55,45.63,42.43,,,0,EMA20 > Prix > EMA9 > EMA200,2026-09-01
BNP.PA,BNP Paribas,Banque,102.6,-0.18,2120583,1634027.0,1.3,104.366,106.117,93.752,39.3,2.03,113.82,65.12,113.82,99.93,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-01
EN.PA,Bouygues,BTP/Télécom,44.38,0.36,751328,557904.0,1.35,45.132,46.129,46.814,31.4,1.74,53.48,35.94,49.52,43.39,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
CAP.PA,Capgemini,Technologie,106.6,-0.61,530245,457269.0,1.16,108.196,106.96,109.821,51.8,2.82,153.05,85.62,111.85,104.65,,,0,EMA200 > EMA9 > EMA20 > Prix,2026-09-01
CA.PA,Carrefour,Distribution,16.0,2.07,1977700,1567979.0,1.26,15.809,15.849,15.495,52.7,1.31,17.53,11.94,16.12,15.52,,,4,Prix > EMA20 > EMA9 > EMA200,2026-09-01
ACA.PA,Crédit Agricole,Banque,18.58,0.35,4264900,4198174.0,1.02,18.795,18.971,17.558,42.6,1.51,20.4,15.37,20.4,18.18,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-01
BN.PA,Danone,Agroalimentaire,64.54,0.4,844001,1032306.0,0.82,65.158,66.237,69.076,34.8,1.39,80.14,60.64,69.06,64.14,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
DSY.PA,Dassault Systèmes,Technologie,22.25,-2.58,1824561,1631788.0,1.12,22.532,21.99,21.359,57.2,2.36,30.36,15.82,23.18,20.81,,,4,EMA9 > Prix > EMA20 > EMA200,2026-09-01
EDEN.PA,Edenred,Services,30.0,-0.27,650814,451510.0,1.44,29.876,29.146,23.576,64.4,2.12,30.85,15.23,30.85,27.61,,,7,Prix > EMA9 > EMA20 > EMA200,2026-09-01
ENGI.PA,Engie,Énergie,24.4,-0.81,3273492,2965229.0,1.1,24.837,25.383,25.333,33.8,1.85,29.89,17.58,27.17,23.91,,,0,EMA20 > EMA200 > EMA9 > Prix,2026-09-01
EL.PA,EssilorLuxottica,Santé/Optique,159.55,-0.5,587241,665228.0,0.88,160.669,162.682,200.326,41.8,2.05,323.8,156.15,176.6,156.15,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
ERF.PA,Eurofins Scientific,Santé,71.56,-1.35,247022,205499.0,1.2,72.203,71.375,65.445,54.1,1.81,74.62,54.86,74.62,68.62,,,4,EMA9 > Prix > EMA20 > EMA200,2026-09-01
RMS.PA,Hermès,Luxe,1542.5,-2.44,93041,117730.0,0.79,1568.188,1578.748,1784.529,43.2,2.16,2300.0,1465.5,1663.5,1520.0,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
KER.PA,Kering,Luxe,247.2,-2.7,319469,275482.0,1.16,253.52,258.414,259.429,40.5,2.56,354.2,225.1,293.5,245.3,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
OR.PA,L'Oréal,Cosmétiques,379.35,-1.39,345352,279400.0,1.24,384.533,384.24,376.028,45.6,1.71,405.8,338.85,397.25,367.5,,,0,EMA9 > EMA20 > Prix > EMA200,2026-09-01
LR.PA,Legrand,Industrie,134.4,-1.57,727957,421912.0,1.73,136.451,136.861,138.141,44.0,2.2,166.95,121.95,143.8,131.6,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
MC.PA,LVMH,Luxe,445.0,-1.83,417702,434962.0,0.96,452.465,458.432,501.594,40.6,2.06,654.7,440.0,488.1,442.5,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
ML.PA,Michelin,Industrie,34.88,-0.34,1512804,1357116.0,1.11,34.768,34.664,32.497,53.5,1.47,35.72,25.51,35.35,33.82,,,7,Prix > EMA9 > EMA20 > EMA200,2026-09-01
ORA.PA,Orange,Télécom,15.51,0.68,5654297,4829045.0,1.17,15.615,15.887,16.137,40.1,1.82,18.81,13.07,16.47,14.8,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
RI.PA,Pernod Ricard,Boissons,62.54,-3.04,854064,663545.0,1.29,65.435,66.477,71.102,35.7,2.5,97.2,58.6,71.14,62.02,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-01
PUB.PA,Publicis,Communication,99.4,-1.54,602828,616526.0,0.98,101.188,99.794,87.25,52.9,1.86,104.85,68.14,104.85,93.64,,,0,EMA9 > EMA20 > Prix > EMA200,2026-09-01
RNO.PA,Renault,Automobile,29.01,-2.39,1386455,1264975.0,1.1,28.732,28.391,30.209,56.5,2.94,37.97,24.66,30.07,26.96,,,0,EMA200 > Prix > EMA9 > EMA20,2026-09-01
SAF.PA,Safran,Aéronautique,331.6,-1.6,499864,413233.0,1.21,342.143,345.111,314.21,38.8,2.0,366.5,262.6,366.5,329.2,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-09-01
