ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
AI.PA,Air Liquide,Industrie,170.32,-0.83,965815,786906.0,1.23,173.563,174.123,162.681,41.8,1.31,182.26,140.78,182.26,169.24,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-03
AIR.PA,Airbus,Aéronautique,208.0,1.96,1121553,1055197.0,1.06,205.655,201.826,185.812,59.9,2.03,221.3,157.42,213.35,190.9,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
ALO.PA,Alstom,Industrie,16.55,3.34,1512183,1324939.0,1.14,16.175,16.029,19.816,58.9,2.75,30.23,14.72,16.87,15.03,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-03
MT.AS,ArcelorMittal,Matériaux,61.82,3.72,1637021,1787145.0,0.92,59.109,58.136,48.418,63.9,3.54,62.96,26.72,62.96,53.6,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
CS.PA,AXA,Assurance,44.63,-1.3,3101670,2375027.0,1.31,44.917,44.501,40.948,56.3,1.24,45.66,36.55,45.66,43.29,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-03
BNP.PA,BNP Paribas,Banque,111.78,2.7,1726832,1728847.0,1.0,107.44,105.014,90.161,70.5,2.2,111.78,65.12,111.78,97.31,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
EN.PA,Bouygues,BTP/Télécom,49.28,-0.34,602700,684974.0,0.88,47.938,47.919,46.817,57.5,2.18,53.48,35.39,50.2,45.7,haussier,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
CAP.PA,Capgemini,Technologie,107.2,5.1,943390,767606.0,1.23,99.062,95.617,110.136,65.9,4.8,153.05,85.62,109.8,85.62,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-03
CA.PA,Carrefour,Distribution,15.86,-1.12,1928833,2172192.0,0.89,16.072,16.21,15.413,43.8,2.09,17.53,11.94,16.91,15.22,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-03
ACA.PA,Crédit Agricole,Banque,19.44,3.51,5020020,4161167.0,1.21,18.594,18.202,17.118,74.0,1.55,19.52,15.29,19.52,16.97,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
BN.PA,Danone,Agroalimentaire,67.8,-0.79,1326713,1348669.0,0.98,69.965,70.464,69.724,40.7,2.12,80.14,60.64,74.68,67.14,,baissière,0,EMA20 > EMA9 > EMA200 > Prix,2026-08-03
DSY.PA,Dassault Systèmes,Technologie,20.75,2.67,2897382,2057470.0,1.41,19.957,19.267,21.175,65.3,4.24,30.36,15.82,21.44,17.56,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-03
EDEN.PA,Edenred,Services,28.34,0.35,589451,877462.0,0.67,27.5,26.244,22.202,71.1,3.2,28.97,15.23,28.97,23.04,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
ENGI.PA,Engie,Énergie,26.87,3.07,3439739,2604793.0,1.32,26.719,26.895,25.255,49.2,2.2,29.89,17.2,27.93,25.94,,,0,EMA20 > Prix > EMA9 > EMA200,2026-08-03
EL.PA,EssilorLuxottica,Santé/Optique,169.6,3.67,1033878,612403.0,1.69,166.378,167.497,209.209,51.6,3.04,323.8,160.6,177.95,160.8,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-08-03
ERF.PA,Eurofins Scientific,Santé,67.74,-1.25,214239,242345.0,0.88,68.262,68.196,64.07,49.4,2.64,74.32,54.86,71.28,64.56,,,0,EMA9 > EMA20 > Prix > EMA200,2026-08-03
RMS.PA,Hermès,Luxe,1560.5,0.64,84774,92739.0,0.91,1605.753,1627.418,1833.984,42.1,3.29,2300.0,1465.5,1709.0,1465.5,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-03
KER.PA,Kering,Luxe,288.4,-0.77,305312,309644.0,0.99,268.316,260.197,258.178,67.6,3.22,354.2,207.9,292.85,236.2,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
OR.PA,L'Oréal,Cosmétiques,389.75,-1.08,331751,301658.0,1.1,383.759,381.951,373.855,57.8,2.24,408.35,338.85,401.0,366.1,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
LR.PA,Legrand,Industrie,134.5,2.91,570884,629003.0,0.91,133.164,136.111,138.24,44.0,3.16,166.95,121.95,145.9,125.7,,,0,EMA200 > EMA20 > Prix > EMA9,2026-08-03
MC.PA,LVMH,Luxe,486.9,2.87,546862,482050.0,1.13,475.457,479.58,511.241,53.0,3.08,654.7,440.0,503.8,449.5,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-08-03
ML.PA,Michelin,Industrie,34.76,0.75,1650325,1654697.0,1.0,34.628,34.502,31.971,55.5,2.0,35.72,25.51,35.72,33.46,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
ORA.PA,Orange,Télécom,16.6,-2.75,4191606,4294904.0,0.98,16.713,16.588,16.172,49.8,2.18,18.81,13.07,17.52,15.62,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-03
RI.PA,Pernod Ricard,Boissons,68.72,1.24,680870,642082.0,1.06,66.5,65.439,71.928,63.0,2.72,107.45,58.6,69.82,61.16,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-03
PUB.PA,Publicis,Communication,93.86,0.36,420808,618283.0,0.68,91.564,89.727,83.981,62.7,3.11,96.04,68.14,96.04,84.28,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-03
RNO.PA,Renault,Automobile,28.45,1.72,1647419,1277677.0,1.29,27.252,26.817,30.62,64.8,2.94,37.97,24.66,29.02,25.07,,haussière,0,EMA200 > Prix > EMA9 > EMA20,2026-08-03
