ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
AI.PA,Air Liquide,Industrie,163.16,-1.96,2664936,713155.0,3.74,166.91,168.329,164.57,34.0,1.5,182.26,140.78,176.64,162.46,,baissière,0,EMA20 > EMA9 > EMA200 > Prix,2026-09-18
AIR.PA,Airbus,Aéronautique,193.38,-1.48,2621206,823415.0,3.18,196.383,199.007,190.916,38.2,2.04,221.3,157.42,209.55,192.9,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
ALO.PA,Alstom,Industrie,15.28,-3.08,2063455,1145060.0,1.8,15.748,15.931,18.751,39.5,2.57,30.23,14.72,17.06,15.28,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
MT.AS,ArcelorMittal,Matériaux,63.12,-2.41,2857845,1459283.0,1.96,64.237,64.145,52.924,47.4,3.25,68.56,30.14,68.56,61.12,,,0,EMA9 > EMA20 > Prix > EMA200,2026-09-18
CS.PA,AXA,Assurance,44.73,1.18,12823440,2671307.0,4.8,43.885,43.863,41.865,58.1,1.54,45.66,36.55,44.82,42.43,haussier,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-09-18
BNP.PA,BNP Paribas,Banque,100.74,-1.54,5485737,1799748.0,3.05,102.477,103.743,94.809,37.6,1.76,113.82,65.12,107.64,99.8,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
EN.PA,Bouygues,BTP/Télécom,43.38,-2.63,1607703,693867.0,2.32,44.075,44.704,46.516,35.6,1.7,53.48,36.72,46.9,43.22,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
CAP.PA,Capgemini,Technologie,104.35,-1.23,944980,496654.0,1.9,105.718,105.929,109.361,47.8,3.15,153.05,85.62,111.65,100.35,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
CA.PA,Carrefour,Distribution,16.43,-2.23,4889687,1705344.0,2.87,16.5,16.313,15.612,53.8,1.72,17.53,12.0,16.91,15.52,,,4,EMA9 > Prix > EMA20 > EMA200,2026-09-18
ACA.PA,Crédit Agricole,Banque,18.19,-1.06,8389916,3814295.0,2.2,18.463,18.647,17.673,36.5,1.45,20.4,15.37,19.22,18.11,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
BN.PA,Danone,Agroalimentaire,60.54,-0.62,3342770,1074754.0,3.11,62.006,63.426,68.349,29.1,1.45,80.14,60.02,66.44,60.02,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
DSY.PA,Dassault Systèmes,Technologie,20.56,-1.63,3463917,1719609.0,2.01,20.896,21.182,21.31,43.5,3.03,30.36,15.82,23.18,19.9,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
EDEN.PA,Edenred,Services,28.38,-2.81,1184152,515180.0,2.3,28.812,28.947,24.182,46.3,2.44,30.85,15.23,30.85,27.9,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
ENGI.PA,Engie,Énergie,24.03,-0.17,57377481,3530874.0,16.25,24.005,24.385,25.178,40.6,2.09,29.89,17.78,25.75,23.37,,,0,EMA200 > EMA20 > Prix > EMA9,2026-09-18
EL.PA,EssilorLuxottica,Santé/Optique,139.0,-4.2,1757984,728983.0,2.41,146.32,151.516,194.343,24.0,2.43,323.8,138.3,163.9,138.3,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
ERF.PA,Eurofins Scientific,Santé,76.44,2.33,893000,311251.0,2.87,73.324,72.442,66.262,70.9,2.3,77.86,54.86,77.86,68.38,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-09-18
RMS.PA,Hermès,Luxe,1331.5,-3.72,265753,125307.0,2.12,1404.239,1460.247,1742.353,26.1,2.58,2300.0,1320.0,1628.5,1320.0,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
KER.PA,Kering,Luxe,233.0,-2.1,855478,295785.0,2.89,238.012,244.224,256.987,37.5,2.86,354.2,225.1,257.5,230.25,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
OR.PA,L'Oréal,Cosmétiques,376.05,-1.53,1005560,279921.0,3.59,380.853,382.119,376.498,44.1,1.96,405.8,338.85,394.0,372.95,,,0,EMA20 > EMA9 > EMA200 > Prix,2026-09-18
LR.PA,Legrand,Industrie,135.8,0.37,962666,478474.0,2.01,136.88,137.492,138.167,47.0,2.59,166.95,121.95,146.3,131.6,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
MC.PA,LVMH,Luxe,402.8,-1.98,1227232,529614.0,2.32,415.077,428.502,491.774,31.5,2.28,654.7,401.4,461.25,401.4,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
ML.PA,Michelin,Industrie,33.08,-0.3,4063660,1338633.0,3.04,33.559,33.985,32.66,36.9,1.69,35.72,25.51,35.35,32.74,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
ORA.PA,Orange,Télécom,15.03,-5.32,16263664,4838313.0,3.36,15.517,15.615,16.065,36.7,1.67,18.81,13.07,16.26,14.8,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
RI.PA,Pernod Ricard,Boissons,59.44,-1.82,1289994,717524.0,1.8,60.712,62.358,69.908,33.3,2.04,90.34,58.6,69.2,58.9,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
PUB.PA,Publicis,Communication,97.52,0.49,1098443,572991.0,1.92,98.403,98.916,88.56,47.1,2.22,104.85,68.14,104.85,95.36,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
RNO.PA,Renault,Automobile,27.41,-3.04,4052494,1514543.0,2.68,28.722,28.711,30.042,41.7,3.35,37.97,24.66,30.44,26.96,,,0,EMA200 > EMA9 > EMA20 > Prix,2026-09-18
SAF.PA,Safran,Aéronautique,323.0,-1.01,1201169,422717.0,2.84,326.47,331.993,315.71,39.8,2.03,366.5,262.6,354.5,318.9,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
SGO.PA,Saint-Gobain,Matériaux,69.12,-0.78,2529190,959889.0,2.63,71.321,74.158,79.826,24.6,2.18,95.6,65.88,83.14,68.26,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
SAN.PA,Sanofi,Santé,74.05,-0.4,5306026,1581001.0,3.36,74.643,75.383,78.495,41.3,1.76,91.15,71.25,79.36,73.22,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
SU.PA,Schneider Electric,Industrie,285.75,2.27,2464516,679443.0,3.63,284.451,288.028,268.008,47.9,2.43,312.3,220.4,303.8,268.5,,,0,EMA20 > Prix > EMA9 > EMA200,2026-09-18
GLE.PA,Société Générale,Banque,72.59,-1.47,4821934,1951911.0,2.47,73.543,74.523,70.314,39.8,2.05,84.82,51.98,76.56,70.29,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
STLAP.PA,Stellantis,Automobile,4.2,-3.13,9280250,4546246.0,2.04,4.473,4.566,6.223,35.3,3.62,10.49,4.16,4.87,4.16,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
STMPA.PA,STMicroelectronics,Technologie,43.46,2.0,3685320,2075229.0,1.78,43.318,44.055,42.603,45.3,3.16,70.85,18.2,46.72,41.23,,,0,EMA20 > Prix > EMA9 > EMA200,2026-09-18
TEP.PA,Teleperformance,Services,69.72,-0.68,407438,211981.0,1.92,69.912,69.557,62.842,52.7,2.75,78.14,43.65,72.8,67.6,,,4,EMA9 > Prix > EMA20 > EMA200,2026-09-18
HO.PA,Thales,Défense,238.2,-1.12,604378,234596.0,2.58,235.602,238.891,240.232,47.1,2.06,279.3,212.6,254.8,223.05,,,0,EMA200 > EMA20 > Prix > EMA9,2026-09-18
TTE.PA,TotalEnergies,Énergie,79.32,-0.89,11730608,3501137.0,3.35,78.944,77.865,70.682,59.9,1.63,81.34,49.24,81.13,74.05,,,7,Prix > EMA9 > EMA20 > EMA200,2026-09-18
URW.PA,Unibail-Rodamco-Westfield,Immobilier,93.12,-1.13,1261219,284745.0,4.43,94.207,96.362,97.688,26.6,1.3,106.65,86.44,103.75,91.88,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
VIE.PA,Veolia,Environnement,31.74,-0.38,3233454,1533773.0,2.11,31.761,32.342,33.436,33.3,1.6,37.66,27.69,34.59,31.07,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
DG.PA,Vinci,BTP,110.8,-1.07,2946555,860007.0,3.43,111.834,113.854,122.312,36.0,1.58,143.15,109.6,120.8,109.6,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
VIV.PA,Vivendi,Médias,1.49,-4.05,6478783,2406680.0,2.69,1.527,1.567,2.152,36.1,2.55,3.21,1.46,1.68,1.46,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
ATO.PA,Atos,Technologie,23.86,-6.58,200282,106588.0,1.88,25.393,26.589,42.946,24.5,3.9,63.24,23.86,30.1,23.86,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
SOI.PA,Soitec,Semi-conducteurs,141.0,1.08,509091,269406.0,1.89,133.625,128.061,96.717,59.8,7.11,200.5,22.62,148.75,105.6,,,7,Prix > EMA9 > EMA20 > EMA200,2026-09-18
NANO.PA,Nanobiotix,Biotech,29.86,-0.6,137977,157210.0,0.88,31.215,32.53,28.218,37.4,5.46,47.66,10.76,38.9,28.28,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
ADOC.PA,Adocia,Biotech,3.65,1.28,42096,77783.0,0.54,3.732,3.854,4.916,36.1,3.34,12.4,3.47,4.18,3.47,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
BVI.PA,Bureau Veritas,Services,27.22,-2.4,2184393,760598.0,2.87,27.616,27.589,27.236,43.3,1.25,30.18,24.58,28.15,26.88,,,0,EMA9 > EMA20 > EMA200 > Prix,2026-09-18
CO.PA,Casino Guichard,Distribution,0.18,2.13,230640,148268.0,1.56,0.182,0.184,0.262,45.9,2.57,0.52,0.15,0.19,0.18,,,0,EMA200 > EMA20 > Prix > EMA9,2026-09-18
COFA.PA,Coface,Assurance,17.49,9.72,703526,135944.0,5.18,16.275,16.129,15.705,77.7,1.83,17.62,14.02,17.62,15.78,haussier,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-09-18
GET.PA,Getlink,Transport,18.49,-0.38,1251070,661056.0,1.89,18.509,18.584,18.031,45.8,1.25,19.85,15.02,19.54,18.26,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
ICAD.PA,Icade,Immobilier,16.7,-0.95,141407,103649.0,1.36,17.087,17.605,19.792,22.7,1.7,22.76,16.68,19.05,16.68,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
IPN.PA,Ipsen,Santé,155.9,-1.7,175194,76731.0,2.28,159.212,160.782,152.114,40.7,1.9,174.0,109.9,170.9,155.6,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
IPS.PA,Ipsos,Services,34.58,0.06,166189,75670.0,2.2,35.652,36.734,36.901,35.1,2.64,42.98,29.1,40.08,33.78,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
IPH.PA,InnatePharma,Biotech,1.58,1.28,280972,338236.0,0.83,1.617,1.68,1.597,38.1,3.77,2.33,1.03,1.97,1.53,,,0,EMA20 > EMA9 > EMA200 > Prix,2026-09-18
JCQ.PA,Jacquet Metal Service,Industrie,21.4,-3.39,7146,6418.0,1.11,21.538,21.241,21.217,52.5,3.3,25.4,17.06,22.95,20.05,,,4,EMA9 > Prix > EMA20 > EMA200,2026-09-18
MERY.PA,Mercialys,Immobilier,10.48,-2.42,221078,179031.0,1.23,10.656,10.89,11.439,30.4,1.54,12.98,10.36,11.48,10.36,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
NEX.PA,Nexans,Industrie,136.8,0.15,172579,137307.0,1.26,136.98,137.806,135.91,48.1,3.14,169.0,109.7,145.8,130.9,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
RUI.PA,Rubis,Énergie,34.84,-2.95,539599,139424.0,3.87,35.057,34.566,33.247,54.8,2.2,37.08,30.0,36.22,33.06,,,4,EMA9 > Prix > EMA20 > EMA200,2026-09-18
SW.PA,Sodexo,Services,57.05,1.15,346094,190692.0,1.81,56.859,56.979,51.635,51.8,1.55,59.08,35.5,59.08,55.6,,,4,Prix > EMA20 > EMA9 > EMA200,2026-09-18
SPIE.PA,Spie,Services,43.72,-1.75,1193269,399848.0,2.98,43.986,44.399,46.902,42.7,2.13,53.45,41.44,45.88,42.8,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
SK.PA,SEB,Biens de consommation,56.4,1.81,216463,44608.0,4.85,56.904,57.534,54.774,45.6,2.64,66.45,40.84,60.8,54.4,,,2,EMA20 > EMA9 > Prix > EMA200,2026-09-18
TFI.PA,TF1,Médias,6.57,-0.83,378829,173110.0,2.19,6.717,6.793,7.175,31.6,1.41,8.75,6.55,7.02,6.55,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
TKO.PA,Tikehau Capital,Finance,16.6,0.12,195077,30559.0,6.38,16.696,16.786,17.271,44.1,1.79,20.05,14.58,17.28,16.24,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-09-18
VLA.PA,Valneva,Biotech,2.8,-2.1,250297,906836.0,0.28,2.861,2.83,2.924,50.9,3.73,5.34,2.03,3.14,2.62,,,0,EMA200 > EMA9 > EMA20 > Prix,2026-09-18
VK.PA,Vallourec,Industrie,18.94,-4.8,2955134,949340.0,3.11,18.886,18.77,19.865,51.0,2.9,27.67,15.07,19.95,17.59,,,0,EMA200 > Prix > EMA9 > EMA20,2026-09-18
VRLA.PA,Verallia,Industrie,18.86,0.96,190123,18023.0,10.55,18.794,18.895,20.298,48.6,2.05,24.4,15.5,19.82,18.32,,,0,EMA200 > EMA20 > Prix > EMA9,2026-09-18
WLN.PA,Worldline,Technologie,12.53,-8.02,757989,331222.0,2.29,13.502,13.382,15.869,43.7,5.21,34.62,9.05,14.98,11.71,,,0,EMA200 > EMA9 > EMA20 > Prix,2026-09-18
XFAB.PA,X-FAB,Semi-conducteurs,6.1,2.01,508929,317940.0,1.6,6.038,6.143,6.617,46.8,4.03,15.88,4.09,6.46,5.67,,,0,EMA200 > EMA20 > Prix > EMA9,2026-09-18
