ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
AI.PA,Air Liquide,Industrie,169.54,-0.15,1567328,599610.0,2.61,168.552,169.384,163.975,48.8,1.16,182.26,140.78,175.06,165.36,,,4,Prix > EMA20 > EMA9 > EMA200,2026-08-31
AIR.PA,Airbus,Aéronautique,197.24,-2.86,1306926,744123.0,1.76,203.846,205.753,190.146,37.1,1.74,221.3,157.42,217.05,197.24,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
ALO.PA,Alstom,Industrie,16.36,-0.21,1441782,975082.0,1.48,16.34,16.26,19.158,52.2,2.02,30.23,14.72,17.06,15.75,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-31
MT.AS,ArcelorMittal,Matériaux,64.1,-0.77,1767333,1409187.0,1.25,63.577,62.769,51.257,58.8,2.99,65.4,27.75,65.4,59.34,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-31
CS.PA,AXA,Assurance,43.1,-1.17,4797191,2198614.0,2.18,43.637,44.007,41.591,39.0,1.39,45.66,36.55,45.63,42.43,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
BNP.PA,BNP Paribas,Banque,102.78,0.21,3448322,1547952.0,2.23,104.807,106.487,93.663,39.7,1.94,113.82,65.12,113.82,99.93,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
EN.PA,Bouygues,BTP/Télécom,44.22,0.32,1225798,526749.0,2.33,45.32,46.313,46.839,29.5,1.73,53.48,35.65,49.65,43.39,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
CAP.PA,Capgemini,Technologie,107.25,-2.01,1222611,443308.0,2.76,108.595,106.997,109.853,53.2,2.88,153.05,85.62,111.85,104.65,,,-4,EMA200 > EMA9 > Prix > EMA20,2026-08-31
CA.PA,Carrefour,Distribution,15.68,0.29,2122812,1558280.0,1.36,15.761,15.833,15.49,44.4,1.21,17.53,11.94,16.12,15.52,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
ACA.PA,Crédit Agricole,Banque,18.51,0.41,3822581,4258046.0,0.9,18.848,19.013,17.548,41.0,1.49,20.4,15.37,20.4,18.18,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
BN.PA,Danone,Agroalimentaire,64.28,-0.19,1515060,1022888.0,1.48,65.312,66.416,69.121,32.6,1.39,80.14,60.64,69.06,64.14,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
DSY.PA,Dassault Systèmes,Technologie,22.84,-1.08,2278201,1662748.0,1.37,22.603,21.963,21.35,65.6,2.28,30.36,15.82,23.18,20.53,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-31
EDEN.PA,Edenred,Services,30.08,-1.31,618961,449949.0,1.38,29.845,29.056,23.511,65.5,2.04,30.85,15.23,30.85,27.61,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-31
ENGI.PA,Engie,Énergie,24.6,0.41,4680716,2903180.0,1.61,24.946,25.487,25.342,35.5,1.8,29.89,17.53,27.41,23.91,,,0,EMA20 > EMA200 > EMA9 > Prix,2026-08-31
EL.PA,EssilorLuxottica,Santé/Optique,160.35,-0.62,1233344,655255.0,1.88,160.949,163.012,200.736,43.0,2.23,323.8,156.15,176.6,156.15,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
ERF.PA,Eurofins Scientific,Santé,72.54,0.25,520172,190202.0,2.73,72.364,71.356,65.383,60.5,1.72,74.62,54.86,74.62,67.8,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-31
RMS.PA,Hermès,Luxe,1581.0,-1.06,911695,76384.0,11.94,1574.61,1582.563,1786.962,48.7,2.08,2300.0,1465.5,1663.5,1520.0,,,0,EMA200 > EMA20 > Prix > EMA9,2026-08-31
KER.PA,Kering,Luxe,254.05,-0.06,370419,272226.0,1.36,255.1,259.594,259.552,44.9,2.62,354.2,225.1,293.5,246.4,,,0,EMA20 > EMA200 > EMA9 > Prix,2026-08-31
OR.PA,L'Oréal,Cosmétiques,384.7,-0.98,476699,272121.0,1.75,385.829,384.755,375.995,50.5,1.64,407.85,338.85,397.25,367.5,,,0,EMA9 > EMA20 > Prix > EMA200,2026-08-31
LR.PA,Legrand,Industrie,136.55,-2.22,646191,418146.0,1.55,136.964,137.12,138.179,48.2,2.15,166.95,121.95,143.8,131.6,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
MC.PA,LVMH,Luxe,453.3,-1.06,547253,434942.0,1.26,454.332,459.846,502.162,44.4,2.11,654.7,440.0,488.1,442.5,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
ML.PA,Michelin,Industrie,35.0,0.63,2406165,1318960.0,1.82,34.74,34.642,32.473,55.0,1.43,35.72,25.51,35.35,33.82,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-31
ORA.PA,Orange,Télécom,15.4,1.38,8966278,4590312.0,1.95,15.642,15.926,16.143,37.7,1.73,18.81,13.07,16.59,14.8,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
RI.PA,Pernod Ricard,Boissons,64.5,2.06,1090159,643080.0,1.7,66.159,66.891,71.188,41.0,2.36,99.46,58.6,71.14,62.02,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
PUB.PA,Publicis,Communication,100.95,-0.69,861953,594469.0,1.45,101.635,99.835,87.128,58.9,1.8,104.85,68.14,104.85,92.86,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
RNO.PA,Renault,Automobile,29.72,0.99,2127208,1240986.0,1.71,28.663,28.325,30.221,63.2,2.78,37.97,24.66,30.07,26.96,,haussière,0,EMA200 > Prix > EMA9 > EMA20,2026-08-31
SAF.PA,Safran,Aéronautique,337.0,-2.09,757842,405072.0,1.87,344.778,346.533,314.035,42.5,1.96,366.5,262.6,366.5,334.7,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
SGO.PA,Saint-Gobain,Matériaux,78.32,-1.83,1434621,872222.0,1.64,80.367,80.708,80.829,42.6,2.04,95.86,65.88,87.18,78.32,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
SAN.PA,Sanofi,Santé,76.81,-0.57,2863151,1517382.0,1.89,77.469,77.073,78.987,49.7,1.68,91.15,71.25,79.36,73.63,,,0,EMA200 > EMA9 > EMA20 > Prix,2026-08-31
SU.PA,Schneider Electric,Industrie,294.6,-2.37,1216224,680080.0,1.79,297.58,295.47,265.447,51.2,1.94,312.3,215.6,312.3,290.2,,,0,EMA9 > EMA20 > Prix > EMA200,2026-08-31
GLE.PA,Société Générale,Banque,72.65,0.41,2585866,1709505.0,1.51,74.75,76.921,69.837,32.7,2.35,84.82,51.98,84.82,70.29,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
STLAP.PA,Stellantis,Automobile,4.76,1.7,3954013,6023170.0,0.66,4.61,4.673,6.461,50.8,3.84,10.49,4.38,5.16,4.38,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-08-31
STMPA.PA,STMicroelectronics,Technologie,43.01,-0.8,2724778,2409908.0,1.13,43.582,45.358,42.465,37.2,2.89,70.85,18.2,49.59,41.99,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
TEP.PA,Teleperformance,Services,69.7,-0.94,251882,273934.0,0.92,70.344,68.566,61.812,56.9,2.73,78.14,43.65,72.64,64.8,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
HO.PA,Thales,Défense,243.7,-0.41,390066,206819.0,1.89,250.325,252.465,241.191,39.1,1.71,279.3,212.6,274.2,243.2,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
TTE.PA,TotalEnergies,Énergie,75.53,1.15,7174616,2952512.0,2.43,75.554,75.417,69.607,51.9,1.54,81.34,49.24,78.88,73.57,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
URW.PA,Unibail-Rodamco-Westfield,Immobilier,97.44,-1.54,579748,203644.0,2.85,100.715,102.027,98.082,23.0,1.28,106.65,85.6,105.9,97.32,,baissière,0,EMA20 > EMA9 > EMA200 > Prix,2026-08-31
VIE.PA,Veolia,Environnement,32.6,-0.76,1784007,1320260.0,1.35,33.415,34.054,33.667,29.4,1.37,37.66,27.69,35.63,32.46,,,0,EMA20 > EMA200 > EMA9 > Prix,2026-08-31
DG.PA,Vinci,BTP,113.15,-1.05,1726904,829128.0,2.08,117.08,119.159,123.706,28.0,1.63,143.15,113.15,127.75,113.15,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
VIV.PA,Vivendi,Médias,1.61,-0.98,3159211,2422574.0,1.3,1.646,1.688,2.239,34.1,2.17,3.21,1.56,1.73,1.61,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
ATO.PA,Atos,Technologie,27.98,-3.52,162400,68903.0,2.36,28.68,29.379,45.332,35.7,2.69,63.24,27.68,32.84,27.92,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
SOI.PA,Soitec,Semi-conducteurs,114.9,6.39,329960,240976.0,1.37,112.028,113.275,91.92,51.3,5.33,200.5,22.62,135.4,105.6,,,4,Prix > EMA20 > EMA9 > EMA200,2026-08-31
NANO.PA,Nanobiotix,Biotech,34.7,-4.3,206332,156000.0,1.32,35.806,35.259,27.694,49.3,6.21,47.66,7.15,39.98,32.02,,,0,EMA9 > EMA20 > Prix > EMA200,2026-08-31
ADOC.PA,Adocia,Biotech,3.99,-0.2,46017,84826.0,0.54,4.042,4.059,5.067,45.0,3.02,12.4,3.61,4.3,3.92,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
BVI.PA,Bureau Veritas,Services,27.28,-0.4,960855,772509.0,1.24,27.52,27.602,27.195,44.5,1.18,30.18,24.58,28.99,27.23,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
CO.PA,Casino Guichard,Distribution,0.19,1.53,86532,326278.0,0.27,0.185,0.188,0.276,45.8,3.65,0.56,0.15,0.22,0.18,,,0,EMA200 > EMA20 > Prix > EMA9,2026-08-31
COFA.PA,Coface,Assurance,15.85,-1.0,126986,147074.0,0.86,15.942,15.942,15.642,47.2,1.05,16.66,14.02,16.29,15.73,baissier,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-31
GET.PA,Getlink,Transport,18.85,1.18,1726644,586635.0,2.94,18.88,18.833,17.966,51.4,1.53,19.85,15.02,19.54,18.26,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
ICAD.PA,Icade,Immobilier,18.19,-1.62,115903,93529.0,1.24,18.636,18.849,20.105,34.3,1.56,22.76,18.09,19.74,18.15,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
IPN.PA,Ipsen,Santé,163.1,0.0,108381,90961.0,1.19,163.987,162.688,150.854,51.2,2.29,174.0,109.9,169.3,153.7,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
IPS.PA,Ipsos,Services,38.6,-2.03,156874,90756.0,1.73,39.095,38.918,36.978,49.2,2.06,42.98,29.1,40.26,37.9,,,0,EMA9 > EMA20 > Prix > EMA200,2026-08-31
IPH.PA,InnatePharma,Biotech,1.84,-1.71,325399,907332.0,0.36,1.855,1.809,1.589,54.8,6.37,2.33,1.03,2.33,1.51,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
JCQ.PA,Jacquet Metal Service,Industrie,20.65,0.49,2364,3049.0,0.78,20.611,20.813,21.222,42.5,1.11,25.4,17.06,21.9,20.3,,,0,EMA200 > EMA20 > Prix > EMA9,2026-08-31
MERY.PA,Mercialys,Immobilier,11.1,-0.36,176405,130273.0,1.35,11.29,11.457,11.535,29.2,1.38,12.98,10.42,12.14,11.02,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
NEX.PA,Nexans,Industrie,139.5,-2.17,153677,172430.0,0.89,140.514,139.384,135.617,50.7,2.53,169.0,109.7,145.8,129.6,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
RUI.PA,Rubis,Énergie,33.6,-0.24,91537,102039.0,0.9,33.665,33.579,33.074,51.6,1.43,37.08,27.8,34.54,32.62,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-31
SW.PA,Sodexo,Services,57.9,-0.77,312934,210009.0,1.49,57.533,56.944,50.874,60.2,1.47,59.08,35.5,59.08,55.7,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-31
SPIE.PA,Spie,Services,43.54,-0.87,380215,342063.0,1.11,44.631,45.686,47.318,29.1,1.85,53.45,41.44,48.0,42.8,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
SK.PA,SEB,Biens de consommation,59.9,1.18,73950,40007.0,1.85,59.064,58.304,54.369,59.7,1.93,66.45,40.84,62.1,57.35,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-31
TFI.PA,TF1,Médias,6.83,-0.58,187033,176276.0,1.06,6.912,6.933,7.231,41.6,1.21,9.02,6.55,7.14,6.78,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
TKO.PA,Tikehau Capital,Finance,16.74,-1.18,34883,32592.0,1.07,16.936,16.987,17.335,44.2,1.66,20.05,14.58,17.46,16.6,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-31
VLA.PA,Valneva,Biotech,2.71,-3.15,5250332,1342484.0,3.91,2.799,2.689,2.931,55.1,6.54,5.34,2.03,3.24,2.17,,,-4,EMA200 > EMA9 > Prix > EMA20,2026-08-31
VK.PA,Vallourec,Industrie,18.63,4.9,1447947,862814.0,1.68,18.089,18.502,20.014,47.5,2.45,27.67,14.8,19.53,17.59,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-08-31
VRLA.PA,Verallia,Industrie,19.57,0.05,23510,22878.0,1.03,19.248,19.023,20.487,60.0,2.17,24.4,15.5,19.82,17.67,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-31
