ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
AI.PA,Air Liquide,Industrie,166.82,-0.86,549724,754506.0,0.73,169.997,171.599,163.542,34.3,1.24,182.26,140.78,178.12,166.52,,baissière,2,EMA20 > EMA9 > Prix > EMA200,2026-08-17
AIR.PA,Airbus,Aéronautique,214.25,-0.53,567135,992727.0,0.57,213.07,209.451,188.528,61.1,1.67,221.3,157.42,217.05,190.9,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-17
ALO.PA,Alstom,Industrie,16.08,-0.96,658546,1136056.0,0.58,16.254,16.227,19.497,47.7,2.2,30.23,14.72,17.05,15.3,,,0,EMA200 > EMA9 > EMA20 > Prix,2026-08-17
MT.AS,ArcelorMittal,Matériaux,63.32,-0.66,1165600,1594346.0,0.73,63.314,61.845,50.013,60.8,3.02,65.24,27.42,65.24,56.78,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-17
CS.PA,AXA,Assurance,44.61,-0.98,1284995,2375074.0,0.54,44.81,44.712,41.364,51.3,1.27,45.66,36.55,45.66,44.25,,,0,EMA9 > EMA20 > Prix > EMA200,2026-08-17
BNP.PA,BNP Paribas,Banque,111.14,-0.86,819184,1667458.0,0.49,111.541,109.64,92.442,61.8,1.54,113.82,65.12,113.82,103.18,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-17
EN.PA,Bouygues,BTP/Télécom,47.45,-0.42,453451,571394.0,0.79,47.87,48.013,46.97,44.8,1.83,53.48,35.39,50.2,46.0,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-17
CAP.PA,Capgemini,Technologie,106.15,-1.99,262328,723144.0,0.36,106.574,103.473,109.889,57.8,3.58,153.05,85.62,111.85,85.62,,,-4,EMA200 > EMA9 > Prix > EMA20,2026-08-17
CA.PA,Carrefour,Distribution,15.66,-0.89,1149664,2101203.0,0.55,15.774,15.912,15.455,41.9,1.44,17.53,11.94,16.91,15.22,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-17
ACA.PA,Crédit Agricole,Banque,20.07,-0.64,2931409,4134770.0,0.71,19.841,19.282,17.38,73.8,1.41,20.4,15.29,20.4,17.7,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-17
BN.PA,Danone,Agroalimentaire,65.24,-2.97,1171816,1326781.0,0.88,67.396,68.482,69.514,33.5,1.9,80.14,60.64,73.22,64.84,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-17
DSY.PA,Dassault Systèmes,Technologie,21.37,-1.43,1305123,2082699.0,0.63,21.38,20.74,21.224,59.0,2.91,30.36,15.82,22.43,17.56,,,0,EMA9 > Prix > EMA200 > EMA20,2026-08-17
EDEN.PA,Edenred,Services,28.07,-1.78,335253,703603.0,0.48,28.211,27.658,22.866,57.9,2.47,29.5,15.23,29.5,25.16,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-17
ENGI.PA,Engie,Énergie,25.62,-0.39,2079640,3162607.0,0.66,26.126,26.441,25.372,37.5,2.17,29.89,17.2,27.93,25.58,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-17
EL.PA,EssilorLuxottica,Santé/Optique,159.8,-1.69,479807,710537.0,0.68,165.468,167.031,205.292,36.6,3.36,323.8,159.7,176.6,159.7,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-17
ERF.PA,Eurofins Scientific,Santé,70.0,-0.62,201822,219552.0,0.92,69.792,69.275,64.613,56.7,1.72,74.32,54.86,71.28,64.56,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-17
RMS.PA,Hermès,Luxe,1550.0,-1.65,72650,94386.0,0.77,1590.9,1606.279,1812.525,41.2,3.34,2300.0,1465.5,1705.0,1465.5,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-17
KER.PA,Kering,Luxe,257.1,-4.26,362323,330154.0,1.1,272.14,270.548,260.217,42.7,3.3,354.2,216.65,293.5,236.2,,,0,EMA9 > EMA20 > EMA200 > Prix,2026-08-17
OR.PA,L'Oréal,Cosmétiques,370.0,-2.5,255761,307332.0,0.83,380.968,382.38,374.911,38.5,2.13,408.35,338.85,401.0,366.1,baissier,,0,EMA20 > EMA9 > EMA200 > Prix,2026-08-17
LR.PA,Legrand,Industrie,140.8,0.07,267189,601191.0,0.44,139.833,138.646,138.382,55.0,2.72,166.95,121.95,143.8,125.7,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-17
MC.PA,LVMH,Luxe,446.0,-2.71,589215,517668.0,1.14,465.446,472.324,507.422,32.0,2.52,654.7,440.0,496.35,444.7,,baissière,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-17
ML.PA,Michelin,Industrie,34.57,-0.17,949290,1737874.0,0.55,34.594,34.545,32.244,51.6,1.66,35.72,25.51,35.48,33.46,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-17
ORA.PA,Orange,Télécom,16.19,-1.28,2750636,4407440.0,0.62,16.294,16.369,16.183,45.9,2.01,18.81,13.07,17.52,15.83,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-17
RI.PA,Pernod Ricard,Boissons,68.08,-1.56,415826,648914.0,0.64,68.498,67.626,71.6,54.0,2.25,107.45,58.6,71.14,61.16,,,-4,EMA200 > EMA9 > Prix > EMA20,2026-08-17
PUB.PA,Publicis,Communication,100.6,-1.18,525371,643812.0,0.82,98.958,95.937,85.52,67.8,2.23,103.1,68.14,103.1,85.02,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-17
RNO.PA,Renault,Automobile,28.39,-0.84,901191,1346998.0,0.67,28.316,27.858,30.39,57.9,2.45,37.97,24.66,29.02,25.46,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-17
SAF.PA,Safran,Aéronautique,361.1,0.17,293081,510336.0,0.57,357.977,350.836,310.805,63.4,1.97,366.5,262.6,366.5,316.9,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-17
